time_s,air_T_C,surface_C_drybasis,air_dewpoint_C,baseline_center_T_C,baseline_surface_T_C,latent_center_T_C,latent_surface_T_C
1.486000000000000000e+03,3.956303333333332972e+01,1.582169327452831453e+00,3.211842649676815142e+01,3.192385740607229039e+01,3.505188073292507056e+01,1.104046004615004861e+01,1.099282768408970590e+01
1.487000000000000000e+03,3.956531666666666780e+01,1.581922472272704994e+00,3.212271765561953885e+01,3.192897897908181193e+01,3.505680914519719238e+01,1.103881836124797111e+01,1.099611583882723664e+01
1.488000000000000000e+03,3.956759999999999877e+01,1.581675744710720588e+00,3.212700767452861328e+01,3.193410234297910932e+01,3.506173047532688969e+01,1.103718867289378025e+01,1.099940149871222772e+01
1.489000000000000000e+03,3.956988333333332974e+01,1.581429144603804904e+00,3.213129655407478680e+01,3.193922749118364379e+01,3.506664481026111702e+01,1.103557096317822150e+01,1.100268474457281087e+01
1.490000000000000000e+03,3.957216666666666782e+01,1.581182671790238636e+00,3.213558429483693857e+01,3.194435441703920020e+01,3.507155223438201119e+01,1.103396521412454767e+01,1.100596565472286059e+01
1.491000000000000000e+03,3.957444999999999879e+01,1.580936326109592782e+00,3.213987089739362091e+01,3.194948311381314099e+01,3.507645282963270006e+01,1.103237140768776747e+01,1.100924430508491803e+01
1.492000000000000000e+03,3.957673333333332977e+01,1.580690107402668687e+00,3.214415636232290296e+01,3.195461357469535457e+01,3.508134667563353304e+01,1.103078952575363836e+01,1.101252076930538060e+01
1.493000000000000000e+03,3.957901666666666785e+01,1.580444015511442535e+00,3.214844069020241335e+01,3.195974579279707228e+01,3.508623384979087234e+01,1.102921955013770905e+01,1.101579511886193430e+01
1.494000000000000000e+03,3.958129999999999882e+01,1.580198050279015165e+00,3.215272388160931172e+01,3.196487976114936558e+01,3.509111442740088904e+01,1.102766146258395530e+01,1.101906742316357146e+01
1.495000000000000000e+03,3.958358333333332979e+01,1.579952211549564112e+00,3.215700593712037403e+01,3.197001547270143362e+01,3.509598848175307495e+01,1.102611524476319360e+01,1.102233774964397206e+01
1.496000000000000000e+03,3.958586666666666787e+01,1.579706499168298528e+00,3.216128685731190728e+01,3.197515292031889445e+01,3.510085608421003656e+01,1.102458087827136346e+01,1.102560616384925574e+01
1.497000000000000000e+03,3.958814999999999884e+01,1.579460912981416998e+00,3.216556664275977795e+01,3.198029209678180251e+01,3.510571730428925008e+01,1.102305834462773326e+01,1.102887272952031594e+01
1.498000000000000000e+03,3.959043333333332981e+01,1.579215452836070233e+00,3.216984529403941195e+01,3.198543299478238922e+01,3.511057220974447546e+01,1.102154762527286636e+01,1.103213750867013587e+01
1.499000000000000000e+03,3.959271666666666789e+01,1.578970118580322657e+00,3.217412281172587285e+01,3.199057560692286373e+01,3.511542086664260864e+01,1.102004870156646099e+01,1.103540056165645744e+01
1.500000000000000000e+03,3.959499999999999886e+01,1.578724910063031617e+00,3.217839919639364865e+01,3.199571992571299006e+01,3.512026759461280534e+01,1.101856155478501798e+01,1.103866197381943692e+01
1.501000000000000000e+03,3.960276666666666756e+01,1.578479819473521450e+00,3.218194682605955848e+01,3.200086594356751846e+01,3.512521495575425945e+01,1.101708616611966640e+01,1.104203697349680979e+01
1.502000000000000000e+03,3.961053333333332915e+01,1.578234839640721532e+00,3.218549367631216285e+01,3.200601365280368071e+01,3.513025536401008253e+01,1.101562251667317582e+01,1.104550517531481368e+01
1.503000000000000000e+03,3.961829999999999785e+01,1.577989977593576620e+00,3.218903974747906460e+01,3.201116304563651482e+01,3.513535085334313379e+01,1.101417058745698263e+01,1.104903244013824093e+01
1.504000000000000000e+03,3.962606666666666655e+01,1.577745235393351653e+00,3.219258503988761788e+01,3.201631411418161832e+01,3.514048895309849030e+01,1.101273035939177625e+01,1.105260653830708151e+01
1.505000000000000000e+03,3.963383333333333525e+01,1.577500613631257709e+00,3.219612955386503472e+01,3.202146685043835106e+01,3.514566301953180272e+01,1.101130181329761193e+01,1.105622075711525376e+01
1.506000000000000000e+03,3.964159999999999684e+01,1.577256112615836869e+00,3.219967328973827136e+01,3.202662124631127227e+01,3.515086813923861087e+01,1.100988492990172496e+01,1.105987035156690190e+01
1.507000000000000000e+03,3.964936666666666554e+01,1.577011732556816037e+00,3.220321624783413483e+01,3.203177729359414627e+01,3.515610082346394449e+01,1.100847968983434555e+01,1.106355184918501955e+01
1.508000000000000000e+03,3.965713333333333424e+01,1.576767473594435698e+00,3.220675842847912662e+01,3.203693498396211226e+01,3.516135851265541135e+01,1.100708607361404567e+01,1.106726270968681014e+01
1.509000000000000000e+03,3.966489999999999583e+01,1.576523335812662907e+00,3.221029983199964875e+01,3.204209430897198274e+01,3.516663915159703180e+01,1.100570406166016468e+01,1.107100083504645305e+01
1.510000000000000000e+03,3.967266666666666453e+01,1.576279319272419821e+00,3.221384045872186874e+01,3.204725526006168224e+01,3.517194100788172761e+01,1.100433363427760902e+01,1.107476450668045587e+01
1.511000000000000000e+03,3.968043333333333322e+01,1.576035423988789708e+00,3.221738030897172678e+01,3.205241782854791666e+01,3.517726260756904821e+01,1.100297477166068738e+01,1.107855226194705445e+01
1.512000000000000000e+03,3.968820000000000192e+01,1.575791649962840379e+00,3.222091938307492143e+01,3.205758200562711835e+01,3.518260268846460548e+01,1.100162745389188323e+01,1.108236284945959760e+01
1.513000000000000000e+03,3.969596666666666351e+01,1.575547997175467563e+00,3.222445768135705180e+01,3.206274778236157630e+01,3.518796018023967065e+01,1.100029166093891675e+01,1.108619518904567691e+01
1.514000000000000000e+03,3.970373333333333221e+01,1.575304465592183290e+00,3.222799520414341146e+01,3.206791514969545887e+01,3.519333412752680346e+01,1.099896737265182445e+01,1.109004833439459325e+01
1.515000000000000000e+03,3.971150000000000091e+01,1.575061055167222390e+00,3.223153195175918739e+01,3.207308409842952557e+01,3.519872369837236903e+01,1.099765456876067837e+01,1.109392144584652407e+01
1.516000000000000000e+03,3.971926666666666250e+01,1.574817765846040496e+00,3.223506792452925396e+01,3.207825461923272314e+01,3.520412814591357886e+01,1.099635322887390032e+01,1.109781377258973123e+01
1.517000000000000000e+03,3.972703333333333120e+01,1.574574597566697820e+00,3.223860312277832918e+01,3.208342670264182317e+01,3.520954679510980156e+01,1.099506333247666845e+01,1.110172463930785369e+01
1.518000000000000000e+03,3.973479999999999990e+01,1.574331550260835044e+00,3.224213754683096766e+01,3.208860033905786224e+01,3.521497903488906189e+01,1.099378485892921908e+01,1.110565343477756173e+01
1.519000000000000000e+03,3.974256666666666860e+01,1.574088623854560609e+00,3.224567119701148954e+01,3.209377551874278822e+01,3.522042431036094712e+01,1.099251778746524266e+01,1.110959960239692634e+01
1.520000000000000000e+03,3.975033333333333019e+01,1.573845818269255403e+00,3.224920407364400177e+01,3.209895223181795387e+01,3.522588211471620667e+01,1.099126209719059943e+01,1.111356263269953182e+01
1.521000000000000000e+03,3.975809999999999889e+01,1.573603133422244227e+00,3.225273617705237683e+01,3.210413046826332817e+01,3.523135198234491838e+01,1.099001776708207245e+01,1.111754205735039847e+01
1.522000000000000000e+03,3.976586666666666758e+01,1.573360569227340244e+00,3.225626750756035932e+01,3.210931021791654416e+01,3.523683348368298596e+01,1.098878477598642256e+01,1.112153744413315870e+01
1.523000000000000000e+03,3.977363333333332918e+01,1.573118125595285299e+00,3.225979806549145934e+01,3.211449147047186159e+01,3.524232622120135971e+01,1.098756310261935809e+01,1.112554839270728735e+01
1.524000000000000000e+03,3.978139999999999787e+01,1.572875802434125836e+00,3.226332785116895252e+01,3.211967421547922186e+01,3.524782982593001179e+01,1.098635272556492737e+01,1.112957453102476535e+01
1.525000000000000000e+03,3.978916666666666657e+01,1.572633599649531755e+00,3.226685686491594396e+01,3.212485844234347354e+01,3.525334395434757084e+01,1.098515362327494493e+01,1.113361551228840440e+01
1.526000000000000000e+03,3.979693333333333527e+01,1.572391517145071971e+00,3.227038510705535401e+01,3.213004414032403844e+01,3.525886828568536657e+01,1.098396577406861141e+01,1.113767101234332912e+01
1.527000000000000000e+03,3.980469999999999686e+01,1.572149554822452888e+00,3.227391257790985435e+01,3.213523129853462734e+01,3.526440251964749706e+01,1.098278915613223461e+01,1.114174072748412492e+01
1.528000000000000000e+03,3.981246666666666556e+01,1.571907712581723349e+00,3.227743927780194610e+01,3.214041990594302689e+01,3.526994637446370007e+01,1.098162374751915316e+01,1.114582437227799261e+01
1.529000000000000000e+03,3.982023333333333426e+01,1.571665990321454931e+00,3.228096520705390304e+01,3.214560995137108534e+01,3.527549958518632423e+01,1.098046952614987859e+01,1.114992167829824155e+01
1.530000000000000000e+03,3.982800000000000296e+01,1.571424387938897160e+00,3.228449036598784261e+01,3.215080142349499681e+01,3.528106190218241522e+01,1.097932646981240801e+01,1.115403239207916641e+01
1.531000000000000000e+03,3.983576666666666455e+01,1.571182905330116508e+00,3.228801475492565487e+01,3.215599431084564230e+01,3.528663308980048896e+01,1.097819455616263262e+01,1.115815627409731370e+01
1.532000000000000000e+03,3.984353333333333325e+01,1.570941542390117851e+00,3.229153837418898831e+01,3.216118860180919370e+01,3.529221292519505226e+01,1.097707376272500213e+01,1.116229309764679911e+01
1.533000000000000000e+03,3.985130000000000194e+01,1.570700299012951717e+00,3.229506122409935642e+01,3.216638428462788113e+01,3.529780119728572885e+01,1.097596406689335780e+01,1.116644264777637829e+01
1.534000000000000000e+03,3.985906666666666354e+01,1.570459175091810433e+00,3.229858330497803109e+01,3.217158134740089537e+01,3.530339770582876469e+01,1.097486544593191482e+01,1.117060472030848750e+01
1.535000000000000000e+03,3.986683333333333223e+01,1.570218170519113832e+00,3.230210461714613501e+01,3.217677977808580891e+01,3.530900226058462721e+01,1.097377787697656792e+01,1.117477912099930926e+01
1.536000000000000000e+03,3.987460000000000093e+01,1.569977285186586080e+00,3.230562516092448533e+01,3.218197956449984787e+01,3.531461468057014486e+01,1.097270133703638884e+01,1.117896566481874032e+01
1.537000000000000000e+03,3.988236666666666963e+01,1.569736518985323626e+00,3.230914493663381393e+01,3.218718069432158302e+01,3.532023479338522520e+01,1.097163580299537777e+01,1.118316417529629092e+01
1.538000000000000000e+03,3.989013333333333122e+01,1.569495871805857368e+00,3.231266394459459690e+01,3.219238315509302595e+01,3.532586243460499986e+01,1.097058125161440501e+01,1.118737448391067879e+01
1.539000000000000000e+03,3.989789999999999992e+01,1.569255343538209280e+00,3.231618218512709007e+01,3.219758693422190277e+01,3.533149744722931018e+01,1.096953765953360893e+01,1.119159642953170319e+01
1.540000000000000000e+03,3.990566666666666862e+01,1.569014934071942147e+00,3.231969965855141425e+01,3.220279201898417654e+01,3.533713968118236437e+01,1.096850500327499489e+01,1.119582985792159135e+01
1.541000000000000000e+03,3.991343333333333021e+01,1.568774643296205307e+00,3.232321636518739183e+01,3.220799839652708840e+01,3.534278899285732223e+01,1.096748325924540524e+01,1.120007462128699594e+01
1.542000000000000000e+03,3.992119999999999891e+01,1.568534471099776839e+00,3.232673230535477416e+01,3.221320605387236924e+01,3.534844524471027682e+01,1.096647240373981802e+01,1.120433057786813080e+01
1.543000000000000000e+03,3.992896666666666761e+01,1.568294417371101090e+00,3.233024747937303545e+01,3.221841497792009079e+01,3.535410830485254507e+01,1.096547241294507913e+01,1.120859759155895397e+01
1.544000000000000000e+03,3.993673333333333630e+01,1.568054481998323313e+00,3.233376188756140124e+01,3.222362515545243866e+01,3.535977804675177083e+01,1.096448326294399500e+01,1.121287553155863215e+01
1.545000000000000000e+03,3.994449999999999790e+01,1.567814664869321861e+00,3.233727553023901180e+01,3.222883657313884243e+01,3.536545434883492334e+01,1.096350492971987123e+01,1.121716427205312883e+01
1.546000000000000000e+03,3.995226666666666659e+01,1.567574965871737280e+00,3.234078840772473029e+01,3.223404921754048758e+01,3.537113709424855301e+01,1.096253738916132470e+01,1.122146369192321202e+01
1.547000000000000000e+03,3.996003333333333529e+01,1.567335384892996952e+00,3.234430052033726355e+01,3.223926307511562328e+01,3.537682617059208923e+01,1.096158061706768727e+01,1.122577367447463459e+01
1.548000000000000000e+03,3.996779999999999688e+01,1.567095921820341742e+00,3.234781186839509814e+01,3.224447813222541726e+01,3.538252146965845668e+01,1.096063458915487843e+01,1.123009410718836953e+01
1.549000000000000000e+03,3.997556666666666558e+01,1.566856576540849311e+00,3.235132245221648617e+01,3.224969437514021564e+01,3.538822288719249087e+01,1.095969928106147862e+01,1.123442488148941543e+01
1.550000000000000000e+03,3.998333333333333428e+01,1.566617348941451437e+00,3.235483227211955182e+01,3.225491179004621500e+01,3.539393032267603445e+01,1.095877466835541014e+01,1.123876589253305980e+01
1.551000000000000000e+03,3.999110000000000298e+01,1.566378238908956000e+00,3.235834132842217059e+01,3.226013036305253223e+01,3.539964367913324850e+01,1.095786072654092003e+01,1.124311703900648141e+01
1.552000000000000000e+03,3.999886666666666457e+01,1.566139246330064294e+00,3.236184962144209720e+01,3.226535008019865813e+01,3.540536286294729962e+01,1.095695743106614195e+01,1.124747822294447808e+01
1.553000000000000000e+03,4.000663333333333327e+01,1.565900371091386356e+00,3.236535715149675241e+01,3.227057092746223788e+01,3.541108778368624854e+01,1.095606475733085006e+01,1.125184934955778182e+01
1.554000000000000000e+03,4.001440000000000197e+01,1.565661613079456949e+00,3.236886391890345038e+01,3.227579289076738434e+01,3.541681835394059163e+01,1.095518268069461065e+01,1.125623032707293447e+01
1.555000000000000000e+03,4.002216666666666356e+01,1.565422972180749550e+00,3.237236992397931346e+01,3.228101595599326146e+01,3.542255448917366323e+01,1.095431117648542774e+01,1.126062106658305773e+01
1.556000000000000000e+03,4.002993333333333226e+01,1.565184448281690122e+00,3.237587516704126500e+01,3.228624010898304419e+01,3.542829610758231951e+01,1.095345022000851465e+01,1.126502148190844821e+01
1.557000000000000000e+03,4.003770000000000095e+01,1.564946041268667765e+00,3.237937964840597971e+01,3.229146533555282872e+01,3.543404312996623418e+01,1.095259978655540500e+01,1.126943148946614670e+01
1.558000000000000000e+03,4.004546666666666965e+01,1.564707751028047378e+00,3.238288336838998305e+01,3.229669162150127448e+01,3.543979547960486087e+01,1.095175985141340824e+01,1.127385100814770524e+01
1.559000000000000000e+03,4.005323333333333125e+01,1.564469577446179649e+00,3.238638632730960154e+01,3.230191895261926049e+01,3.544555308214204814e+01,1.095093038987524281e+01,1.127827995920459436e+01
1.560000000000000000e+03,4.006099999999999994e+01,1.564231520409411047e+00,3.238988852548090591e+01,3.230714731469982581e+01,3.545130551488678350e+01,1.095011137724870132e+01,1.128271627204295768e+01
1.561000000000000000e+03,4.006394999999999840e+01,1.563993587208962532e+00,3.239365927309627580e+01,3.231237669354673869e+01,3.545698024611437660e+01,1.094930278886675445e+01,1.128706433756471483e+01
1.562000000000000000e+03,4.006689999999999685e+01,1.563755772308141445e+00,3.239742913918439626e+01,3.231760707498881402e+01,3.546256902152116197e+01,1.094850460009769932e+01,1.129133618072779832e+01
1.563000000000000000e+03,4.006985000000000241e+01,1.563518075448599998e+00,3.240119812413934852e+01,3.232283844488507896e+01,3.546810920123727584e+01,1.094771678635545165e+01,1.129556395186905249e+01
1.564000000000000000e+03,4.007280000000000086e+01,1.563280496551691545e+00,3.240496622835493667e+01,3.232807078913805299e+01,3.547361125053646447e+01,1.094693932311109386e+01,1.129975812593361084e+01
1.565000000000000000e+03,4.007574999999999932e+01,1.563043035384126478e+00,3.240873345222465929e+01,3.233330409370757508e+01,3.547908137016005270e+01,1.094617218589959684e+01,1.130392483321666042e+01
1.566000000000000000e+03,4.007869999999999777e+01,1.562805691653799567e+00,3.241249979614181598e+01,3.233853834460930443e+01,3.548452393209076661e+01,1.094541535033045498e+01,1.130806821854187660e+01
1.567000000000000000e+03,4.008165000000000333e+01,1.562568465094052561e+00,3.241626526049937240e+01,3.234377352793267590e+01,3.548994192584637375e+01,1.094466879210383858e+01,1.131219116510576050e+01
1.568000000000000000e+03,4.008460000000000178e+01,1.562331355475203631e+00,3.242002984569013790e+01,3.234900962985218342e+01,3.549533756157007502e+01,1.094393248701398313e+01,1.131629595305987124e+01
1.569000000000000000e+03,4.008755000000000024e+01,1.562094362605451092e+00,3.242379355210655234e+01,3.235424663663640388e+01,3.550071265376167418e+01,1.094320641095742452e+01,1.132038444365453245e+01
1.570000000000000000e+03,4.009049999999999869e+01,1.561857486281856611e+00,3.242755638014082820e+01,3.235948453465717023e+01,3.550606873594279023e+01,1.094249053994549570e+01,1.132445815414255463e+01
1.571000000000000000e+03,4.009344999999999715e+01,1.561620726349903787e+00,3.243131833018495058e+01,3.236472331039790618e+01,3.551140709915709692e+01,1.094178485012532676e+01,1.132851832247566470e+01
1.572000000000000000e+03,4.009640000000000271e+01,1.561384082632719439e+00,3.243507940263062039e+01,3.236996295046804306e+01,3.551672882992431113e+01,1.094108931776277593e+01,1.133256603825101472e+01
1.573000000000000000e+03,4.009935000000000116e+01,1.561147554965181428e+00,3.243883959786921167e+01,3.237520344159823793e+01,3.552203487738001542e+01,1.094040391928060885e+01,1.133660223017837687e+01
1.574000000000000000e+03,4.010229999999999961e+01,1.560911143192986295e+00,3.244259891629194925e+01,3.238044477066863180e+01,3.552732606339081656e+01,1.093972863125691930e+01,1.134062771287483429e+01
1.575000000000000000e+03,4.010524999999999807e+01,1.560674847168169066e+00,3.244635735828975243e+01,3.238568692471282873e+01,3.553260311386151216e+01,1.093906343042977625e+01,1.134464320935718895e+01
1.576000000000000000e+03,4.010819999999999652e+01,1.560438666746245540e+00,3.245011492425321364e+01,3.239092989092121400e+01,3.553786667958172529e+01,1.093840829370572187e+01,1.134864936579399775e+01
1.577000000000000000e+03,4.011115000000000208e+01,1.560202601785355858e+00,3.245387161457279745e+01,3.239617365664819459e+01,3.554311734784555199e+01,1.093776319816972986e+01,1.135264676237419756e+01
1.578000000000000000e+03,4.011410000000000053e+01,1.559966652146161037e+00,3.245762742963856340e+01,3.240141820942185547e+01,3.554835564969472728e+01,1.093712812109400545e+01,1.135663592280842238e+01
1.579000000000000000e+03,4.011704999999999899e+01,1.559730817691711957e+00,3.246138236984045022e+01,3.240666353695268498e+01,3.555358206708100255e+01,1.093650303994528983e+01,1.136061732273473979e+01
1.580000000000000000e+03,4.011999999999999744e+01,1.559495098287176473e+00,3.246513643556800588e+01,3.241190962714102852e+01,3.555879704010536102e+01,1.093588793239180035e+01,1.136459139660643025e+01
1.581000000000000000e+03,4.012295000000000300e+01,1.559259493799554530e+00,3.246888962721062910e+01,3.241715646808339102e+01,3.556400097301137464e+01,1.093528277630993806e+01,1.136855854307383318e+01
1.582000000000000000e+03,4.012590000000000146e+01,1.559024004097451899e+00,3.247264194515737046e+01,3.242240404807895970e+01,3.556919423862432694e+01,1.093468754979095614e+01,1.137251912929099618e+01
1.583000000000000000e+03,4.012884999999999991e+01,1.558788629050903429e+00,3.247639338979709578e+01,3.242765235563600612e+01,3.557437718184332454e+01,1.093410223114731217e+01,1.137647349455848733e+01
1.584000000000000000e+03,4.013179999999999836e+01,1.558553368531236716e+00,3.248014396151836536e+01,3.243290137947774099e+01,3.557955012271324335e+01,1.093352679891845014e+01,1.138042195348559105e+01
1.585000000000000000e+03,4.013474999999999682e+01,1.558318222410953746e+00,3.248389366070946238e+01,3.243815110854801986e+01,3.558471335917487011e+01,1.093296123187631785e+01,1.138436479870641271e+01
1.586000000000000000e+03,4.013770000000000238e+01,1.558083190563626319e+00,3.248764248775847108e+01,3.244340153201643773e+01,3.558986716942424522e+01,1.093240550903056274e+01,1.138830230318017911e+01
1.587000000000000000e+03,4.014065000000000083e+01,1.557848272863805006e+00,3.249139044305321988e+01,3.244865263928321752e+01,3.559501181389322255e+01,1.093185960963322323e+01,1.139223472215098987e+01
1.588000000000000000e+03,4.014359999999999928e+01,1.557613469186939659e+00,3.249513752698118907e+01,3.245390441998360842e+01,3.560014753694625256e+01,1.093132351318321582e+01,1.139616229484933108e+01
1.589000000000000000e+03,4.014654999999999774e+01,1.557378779409311687e+00,3.249888373992968127e+01,3.245915686399203537e+01,3.560527456837291282e+01,1.093079719943049710e+01,1.140008524598733786e+01
1.590000000000000000e+03,4.014950000000000330e+01,1.557144203407974326e+00,3.250262908228572911e+01,3.246440996142587920e+01,3.561039312470871465e+01,1.093028064837952940e+01,1.140400378705225215e+01
1.591000000000000000e+03,4.015245000000000175e+01,1.556909741060698682e+00,3.250637355443612364e+01,3.246966370264888013e+01,3.561550341039771439e+01,1.092977384029305377e+01,1.140791811754319163e+01
1.592000000000000000e+03,4.015540000000000020e+01,1.556675392245927325e+00,3.251011715676731484e+01,3.247491807827412913e+01,3.562060561881576604e+01,1.092927675569449697e+01,1.141182842580231060e+01
1.593000000000000000e+03,4.015834999999999866e+01,1.556441156842734097e+00,3.251385988966558926e+01,3.248017307916674667e+01,3.562569993317750061e+01,1.092878937537125061e+01,1.141573489016760412e+01
1.594000000000000000e+03,4.016129999999999711e+01,1.556207034730785255e+00,3.251760175351692794e+01,3.248542869644618492e+01,3.563078652734571250e+01,1.092831168037666068e+01,1.141963767966922561e+01
1.595000000000000000e+03,4.016425000000000267e+01,1.555973025790306608e+00,3.252134274870707031e+01,3.249068492148796850e+01,3.563586556655620541e+01,1.092784365203169905e+01,1.142353695470774078e+01
1.596000000000000000e+03,4.016720000000000113e+01,1.555739129902054874e+00,3.252508287562154266e+01,3.249594174592540696e+01,3.564093720806827292e+01,1.092738527192651787e+01,1.142743286770151201e+01
1.597000000000000000e+03,4.017014999999999958e+01,1.555505346947289924e+00,3.252882213464550887e+01,3.250119916165049005e+01,3.564600160174970256e+01,1.092693652192137321e+01,1.143132556370238007e+01
1.598000000000000000e+03,4.017309999999999803e+01,1.555271676807750136e+00,3.253256052616398364e+01,3.250645716081464087e+01,3.565105889060496480e+01,1.092649738414753813e+01,1.143521518093777090e+01
1.599000000000000000e+03,4.017604999999999649e+01,1.555038119365631966e+00,3.253629805056166902e+01,3.251171573582883667e+01,3.565610921125318811e+01,1.092606784100730266e+01,1.143910185127781176e+01
1.600000000000000000e+03,4.017900000000000205e+01,1.554804674503568629e+00,3.254003470822300415e+01,3.251697487936340991e+01,3.566115269436219393e+01,1.092564787517373581e+01,1.144298570065611997e+01
1.601000000000000000e+03,4.018195000000000050e+01,1.554571342104613452e+00,3.254377049953224343e+01,3.252223458434736614e+01,3.566618946504342347e+01,1.092523746958998920e+01,1.144686684946360167e+01
1.602000000000000000e+03,4.018489999999999895e+01,1.554338122052221438e+00,3.254750542487327891e+01,3.252749484396716184e+01,3.567121964321186312e+01,1.092483660746800034e+01,1.145074541291366543e+01
1.603000000000000000e+03,4.018784999999999741e+01,1.554105014230235060e+00,3.255123948462987471e+01,3.253275565166500627e+01,3.567624334391530994e+01,1.092444527228692763e+01,1.145462150137254120e+01
1.604000000000000000e+03,4.019080000000000297e+01,1.553872018522871379e+00,3.255497267918538995e+01,3.253801700113669426e+01,3.568126067763575548e+01,1.092406344779077720e+01,1.145849522065757142e+01
1.605000000000000000e+03,4.019375000000000142e+01,1.553639134814706946e+00,3.255870500892305586e+01,3.254327888632886356e+01,3.568627175056604983e+01,1.092369111798582892e+01,1.146236667231086415e+01
1.606000000000000000e+03,4.019669999999999987e+01,1.553406362990669587e+00,3.256243647422581944e+01,3.254854130143597502e+01,3.569127666486269845e+01,1.092332826713739280e+01,1.146623595385326766e+01
1.607000000000000000e+03,4.019964999999999833e+01,1.553173702936023748e+00,3.256616707547635770e+01,3.255380424089626956e+01,3.569627551888650174e+01,1.092297487976601644e+01,1.147010315901919952e+01
1.608000000000000000e+03,4.020259999999999678e+01,1.552941154536362944e+00,3.256989681305705631e+01,3.255906769938805922e+01,3.570126840739767005e+01,1.092263094064325202e+01,1.147396837797277414e+01
1.609000000000000000e+03,4.020555000000000234e+01,1.552708717677598882e+00,3.257362568735013042e+01,3.256433167182442645e+01,3.570625542178825640e+01,1.092229643478693468e+01,1.147783169750659837e+01
1.610000000000000000e+03,4.020850000000000080e+01,1.552476392245955239e+00,3.257735369873746833e+01,3.256959615334795899e+01,3.571123665025898930e+01,1.092197134745592813e+01,1.148169320122595138e+01
1.611000000000000000e+03,4.021144999999999925e+01,1.552244178127957230e+00,3.258108084760076650e+01,3.257486113932542082e+01,3.571621217797903114e+01,1.092165566414435851e+01,1.148555296972013551e+01
1.612000000000000000e+03,4.021439999999999770e+01,1.552012075210424946e+00,3.258480713432143006e+01,3.258012662534145676e+01,3.572118208724214128e+01,1.092134937057544342e+01,1.148941108072167339e+01
1.613000000000000000e+03,4.021734999999999616e+01,1.551780083380467579e+00,3.258853255928057280e+01,3.258539260719189201e+01,3.572614645762056540e+01,1.092105245269479497e+01,1.149326760925422519e+01
1.614000000000000000e+03,4.022030000000000172e+01,1.551548202525475872e+00,3.259225712285918064e+01,3.259065908087667651e+01,3.573110536610779064e+01,1.092076489666345296e+01,1.149712262777008398e+01
1.615000000000000000e+03,4.022325000000000017e+01,1.551316432533115020e+00,3.259598082543788422e+01,3.259592604259243842e+01,3.573605888724656410e+01,1.092048668885025364e+01,1.150097620627861694e+01
1.616000000000000000e+03,4.022619999999999862e+01,1.551084773291321772e+00,3.259970366739706549e+01,3.260119348872467526e+01,3.574100709324627445e+01,1.092021781582406881e+01,1.150482841246613575e+01
1.617000000000000000e+03,4.022914999999999708e+01,1.550853224688296672e+00,3.260342564911690033e+01,3.260646141583949031e+01,3.574595005409486959e+01,1.091995826434567363e+01,1.150867931180798820e+01
1.618000000000000000e+03,4.023210000000000264e+01,1.550621786612500275e+00,3.260714677097726621e+01,3.261172982067519399e+01,3.575088783766502587e+01,1.091970802135911356e+01,1.151252896767348766e+01
1.619000000000000000e+03,4.023505000000000109e+01,1.550390458952648709e+00,3.261086703335785586e+01,3.261699870013353575e+01,3.575582050981343940e+01,1.091946707398293981e+01,1.151637744142415798e+01
1.620000000000000000e+03,4.023799999999999955e+01,1.550159241597681703e+00,3.261458643663802803e+01,3.262226805127062335e+01,3.576074922556573910e+01,1.091923540950130089e+01,1.152022482255067892e+01
1.621000000000000000e+03,4.024438333333333162e+01,1.549928134718615569e+00,3.261812792711307907e+01,3.262753787128770000e+01,3.576574281580621317e+01,1.091901301535464697e+01,1.152414329747577248e+01
1.622000000000000000e+03,4.025076666666666370e+01,1.549697132515505338e+00,3.262166863902996994e+01,3.263280815752181496e+01,3.577079171404091085e+01,1.091879987913054606e+01,1.152812047224549197e+01
1.623000000000000000e+03,4.025715000000000288e+01,1.549466237916455880e+00,3.262520857271581320e+01,3.263807890743621698e+01,3.577587425053373948e+01,1.091859598855393543e+01,1.153213460249944866e+01
1.624000000000000000e+03,4.026353333333333495e+01,1.549235451790398566e+00,3.262874772849747984e+01,3.264335011861089697e+01,3.578098271317356449e+01,1.091840133148088121e+01,1.153617826213094233e+01
1.625000000000000000e+03,4.026991666666666703e+01,1.549004774291208975e+00,3.263228610670167029e+01,3.264862178873829635e+01,3.578611236551991936e+01,1.091821589587950747e+01,1.154024704802396251e+01
1.626000000000000000e+03,4.027629999999999910e+01,1.548774205420185401e+00,3.263582370765489316e+01,3.265389391559908461e+01,3.579126050427163364e+01,1.091803966982328333e+01,1.154433801267074777e+01
1.627000000000000000e+03,4.028268333333333118e+01,1.548543745147766382e+00,3.263936053168345097e+01,3.265916649705881269e+01,3.579642489178808518e+01,1.091787264149080272e+01,1.154844911281920616e+01
1.628000000000000000e+03,4.028906666666666325e+01,1.548313393432090068e+00,3.264289657911338338e+01,3.266443953106664821e+01,3.580160389123467723e+01,1.091771479914747545e+01,1.155257873935074464e+01
1.629000000000000000e+03,4.029545000000000243e+01,1.548083150224681681e+00,3.264643185027057370e+01,3.266971301564085195e+01,3.580679625177449310e+01,1.091756613113501828e+01,1.155672556685142283e+01
1.630000000000000000e+03,4.030183333333333451e+01,1.547853015462698378e+00,3.264996634548072763e+01,3.267498694885559019e+01,3.581200091009717568e+01,1.091742662586435664e+01,1.156088851241851145e+01
